iter	Logloss	Accuracy
884	0.1035228859	0.9717718863
885	0.1035180045	0.9717718863
886	0.1034639493	0.9718100324
887	0.10340207	0.9719244707
888	0.1033977678	0.9718863246
889	0.1033890589	0.9718863246
890	0.1033556206	0.9718863246
891	0.1033399547	0.9718863246
892	0.1033358023	0.9719626168
893	0.1032932066	0.9718863246
894	0.1032219512	0.9718863246
895	0.1032057829	0.9719244707
896	0.1031735415	0.9719626168
897	0.1031518169	0.9719244707
898	0.10314293	0.9719244707
899	0.1031422877	0.9719244707
900	0.1031401613	0.9718863246
901	0.1029994714	0.9719626168
902	0.1029573741	0.9720007629
903	0.1029517351	0.9720007629
904	0.102860595	0.972038909
905	0.1028439896	0.9720770551
906	0.1027959074	0.9721533473
907	0.1027916796	0.9721914934
908	0.1027832053	0.9721533473
909	0.1027780381	0.9720770551
910	0.1027559018	0.9721152012
911	0.1027161573	0.9720770551
912	0.1027131566	0.9720770551
913	0.1027045985	0.9720770551
914	0.1027003108	0.972038909
915	0.1026914489	0.9721152012
916	0.1025309773	0.9721152012
917	0.1025133348	0.9721533473
918	0.1025115667	0.9721533473
919	0.102503222	0.9721152012
920	0.1025015677	0.9721152012
921	0.1025004347	0.9721152012
922	0.1024584222	0.9721533473
923	0.1024575371	0.9721533473
924	0.1023755944	0.9720770551
925	0.1023741273	0.9720770551
926	0.1023663851	0.9720770551
927	0.1023638865	0.9720770551
928	0.1023453084	0.972038909
929	0.1023427346	0.972038909
930	0.1023248293	0.972038909
931	0.1023200535	0.972038909
932	0.1022993879	0.9720770551
933	0.1022929766	0.972038909
934	0.1022877697	0.972038909
935	0.1022820702	0.9720770551
936	0.1022813482	0.9720770551
937	0.1022794111	0.9720770551
938	0.1022611277	0.9720770551
939	0.1022004066	0.9721152012
940	0.1021969628	0.9721533473
941	0.1021949409	0.9721533473
942	0.1021648582	0.9722296395
943	0.1021630106	0.9722296395
944	0.1021522977	0.9721914934
945	0.1021465562	0.9722296395
946	0.1021418677	0.9721914934
947	0.1021359507	0.9721914934
948	0.102135398	0.9721914934
949	0.1021085104	0.9721533473
950	0.1021036643	0.9721533473
951	0.1020899543	0.9721533473
952	0.101948466	0.9721533473
953	0.1019378327	0.9720770551
954	0.1017446336	0.9722677856
955	0.1017337877	0.9722677856
956	0.1017040909	0.9722677856
957	0.1016991354	0.9722677856
958	0.1016917773	0.9722677856
959	0.1016911558	0.9722677856
960	0.101678538	0.9722296395
961	0.1016741447	0.9721914934
962	0.1016459176	0.9722296395
963	0.1016455416	0.9722296395
964	0.1016387089	0.9722296395
965	0.1016370578	0.9722296395
966	0.1016367601	0.9721914934
967	0.1016235894	0.9722296395
968	0.1016217524	0.9722296395
969	0.1016128909	0.9722296395
970	0.1015947884	0.9721914934
971	0.101585796	0.9721914934
972	0.1015849632	0.9721914934
973	0.1015829795	0.9721914934
974	0.1015798184	0.9721914934
975	0.101566499	0.9721914934
976	0.1015659465	0.9721914934
977	0.101542363	0.9722296395
978	0.1015416996	0.9722296395
979	0.1014149875	0.9722296395
980	0.1011675506	0.9723822239
981	0.1011541216	0.9723822239
982	0.1011180862	0.9724585161
983	0.1011097222	0.9723440778
984	0.1010924281	0.97242037
985	0.101072805	0.97242037
986	0.1010670724	0.97242037
987	0.1010453508	0.97242037
988	0.1010402832	0.97242037
989	0.1010189145	0.9724585161
990	0.1009956751	0.9724585161
991	0.1008231134	0.9724966622
992	0.100822306	0.9724966622
993	0.1008198042	0.9724966622
994	0.1008134685	0.9724966622
995	0.1007753349	0.9726111005
996	0.1007157331	0.9726492466
997	0.1007132727	0.9726492466
998	0.1006647182	0.9726492466
999	0.1006116245	0.9726492466
